Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000118096,intraflagellar transport 46(IFT46),IFT46,,"Component of IFT complex B, required for ciliogenesis and controls cilia number and length (PMID: 25722189). Plas a role in the transport of IFT proteins between the cytoplasm and cilia (PMID: 29915351). IFT46 is crucial for transport of ODA16 into the flagellum; it interacts with IFT52 to assembly a subcomplex which is a prerequisite for the assembly of IFT-B1 (PMID: 28701346).","PMID: 25722189, PMID: 29915351, PMID: 28701346","Basal Body, Cilium, IFT",x,,x,,x
ENSG00000101052,intraflagellar transport 52(IFT52),IFT52,617094,"Component of IFT complex B. Essential for anterograde complex integrity, biosynthesis and maintenance of cilia. Regulation of ciliogenesis and cilia length; it also plays a role as a docking site for complex B proteins attaching to the transition fibres of the basal bodies and is required for localization of the IFT-B complex proteins (PMID: 27466190). Recruits and interacts with IFT46 to assembly a subcomplex which is a prerequisite for the assembly of IFT-B1, it is also required to localise IFT46 to the basal body (PMID: 28302912).","PMID: 27466190, PMID: 28302912","Basal Body, Cilium, IFT",x,,x,,x
ENSG00000096872,intraflagellar transport 74(IFT74),IFT74,608040,"Component of IFT complex B. Interacts with IFT81 to stabilise IFT-B complex. This interaction is required for binding and transport of tubulin to regulate cilium length, required for ciliogenesis (PMID: 23990561). Essential for normal mouse spermatogenesis and sperm flagella formation by transporting cargo proteins and modulating axoneme and microtubule assembly (PMID: 31004481).","PMID: 31004481, PMID: 23990561","Basal Body, centrosomes, Cilium, IFT",x,,x,,x
ENSG00000068885,intraflagellar transport 80(IFT80),IFT80,611177,"Component of IFT complex B. Role in cilia formation and osteogenesis through regulating Hedgehog/Gli signal pathways. Silencing IFT80 led to either shortening or loss of cilia and the decrease of cilia marker protein Arl13b expression. Mutations cause Jeune asphyxiating thoracic dystrophy (JATD) and short rib polydactyly type III (SRPIII) (PMID: 22771375). Required for IFT mediated recruitment and transport of ciliary cargo, as well as for initiation of the ciliary axoneme (PMID: 29658880).","PMID: 22771375, PMID: 29658880","Basal Body, Cilium, IFT",x,,x,,x
ENSG00000032742,intraflagellar transport 88(IFT88),IFT88,,Component of IFT complex B. Required for ciliary and flagellar assembly and may play a role in the attachment of the IFT particle to its cargo or to the anterograde IFT motor FLA10-kinesin-II (PMID: 11062270).,PMID: 11062270,"Basal Body, Cilium, IFT",x,,x,,x
ENSG00000017427,insulin like growth factor 1(IGF1),IGF1,,IGF-1 signals are predominantly transduced through IGF-1 receptor (IGF- 1R) on the cilia. Promotes cell cycle entry. Mediation of ciliary resorption through activation of IGF-1R (PMID: 23954591). IGF1 mediated signaling regulates ciliated cell differentiation (PMID: 28050756).,"PMID: 23954591, PMID: 28050756",Secreted,,x,,,
ENSG00000140443,nsulin like growth factor 1 receptor(IGF1R),IGF1R,,"Activation of an AGS3- regulated Gβγ signaling pathway that subsequently recruits phospho(T94)Tctex-1 to the transition zone, leading to cilia resorption (PMID: 23954591). IGF1R mediated plays a role in regulating ciliated cell differentiation (PMID: 28050756).","PMID: 23954591, PMID: 28050756","Cell surface, primary cillium, ciliary membrane.",x,,,,
ENSG00000148384,inositol polyphosphate-5- phosphatase E(INPP5E),INPP5E,613037,"Regulator of transition zone function. INPP5E may regulate Hedgehog signaling via modulating the PI(4,5)P2- dependent recruitment of GPR161 to cilia. It is essential for maximal SMO accumulation at cilia after the Hh pathway (PMID: 27998989). Controls ciliary growth factor, PI3K signaling and stability (PMID: 19668215). Mutations cause Joubert Syndrome and promotes premature destabilization of cilia (PMID: 19668216).","PMID: 27998989, PMID: 19668215, PMID: 19668216.","Axoneme, adjacent to the base of the cilium",x,,x,,x
ENSG00000164066,inturned planar cell polarity protein(INTU),INTU,610621,"Governs apical actin assembly and thus controls the orientation, but not assembly, of ciliary microtubules (PMID: 16493421, PMID: 27158779). Cilia and planar polarity effector, essential for IFT-A complex assembly during ciliogenesis, forming a molecular module with Fuzzy (FUZ) and WDPCP. INTU functions upstream of Gli2 activation and is required for Smo-mediated Hh pathway activation (PMID: 28459465).","PMID: 16493421, PMID: 27158779, PMID: 28459465",Plasma Membrane,,x,x,,x
ENSG00000173226,IQ motif containing B1(IQCB1),IQCB1,609237,"Also known as NPHP5. Required for extension of an axoneme after docking of the basal body to the cell membrane. Absence leads to mislocalization of BBS2, BBS5 and destroys BBSome integrity (PMID: 27328943). Interacts with CEP290 and is required for early cilia assembly, migration and/or anchoring of centrosomes to the cell cortex (PMID: 23446637). NPHP5-binding to the BBSome is crucial for BBSome integrity and ciliary trafficking (PMID: 25552655).","PMID: 27328943, PMID: 23446637, PMID: 25552655","Basal Body, distal region of centriolles, proximal outer segments",x,,x,,x
ENSG00000106012,IQ motif containing E(IQCE),IQCE,,Form a complex with EFCAB7. It anchors the EVC- EVC2 complex to positively regulate the Hh pathway (PMID: 24582806),PMID: 24582806,"Base of cilium, EvC zone",x,,,,x
ENSG00000114473,IQ motif containing G(IQCG),IQCG,,Required for cilogenesis and spermiogenesis in mammals through a dynamic interaction with calmodulin in different intracellular calcium levels (PMID: 24849454).,PMID: 24849454,"Cytoskeleton, sperm flagellum axoneme manchette.",x,,,x,x
ENSG00000077684,jade family PHD finger 1(JADE1),JADE1,,"Ubiquitin ligase targeting β- catenin for proteasomal degradation. Component of the NPHP protein complex, interacting with NPHP4 which facilitates JADE-1 nuclear traslocation, leading to decreased canonical Wnt signaling (PMID: 22654112, PMID: 25100726).","PMID: 22654112, PMID: 25100726","Transition zone, basal body, nucleus, cytosol.",x,,x,,x
ENSG00000153814,JAZF zinc finger 1(JAZF1),JAZF1,,Regulator of multiciliated cell differentiation. It may function upstream of Foxj1 expression (PMID: 29661797).,PMID: 29661797,Nucleus,,x,,,
ENSG00000109944,junctional cadherin complex regulator(JHY),JHY,,Required for ciliogenesis and proper differentiation of radial glia to functional ependymal cells. Mutations cause congenital hydrocephalus and loss of JHY results in the lack of the ciliary microtubule central pair (PMID: 29211732).,PMID: 29211732,Not reported,,,,,x
ENSG00000167216,katanin catalytic subunit A1 like 2(KATNAL2),KATNAL2,,"Required for dynamic regulation of microtubules during axoneme formation and maintenance; it may have the ability to remodel microtubules at different cellular locations. Role during the regulation of Wnt/planar cell polarity (PCP)-dependent processes. Required for ciliogenesis, organogenesis and brain size control (PMID: 30096282). Interacts with Nubp1 and Nubp2 AAA proteins, which act as negative regulators of ciliogenesis (PMID: 26153462).","PMID: 30096282, PMID: 26153462","Basal body and ciliary axoneme in multiciliated cells, centriolles of non- ciliated cells and mitotic spindles.",x,,,x,x
ENSG00000162975,potassium voltage-gated channel modifier subfamily F member 1(KCNF1),KCNF1,,Ion channel gene that exhibits a significant negative effect on ciliogenesis but not on cell number. Potential new candidate in human ciliopathies (PMID: 26546361).,PMID: 26546361,Membrane subdomains at the base of primary cilia.,x,,,,
ENSG00000143473,potassium voltage-gated channel subfamily H member 1(KCNH1),KCNH1,,"Also known as Kv10.1. Promotes ciliary disassembly and cell progression through localised changes of membrane potential at the ciliary base (PMID: 28370099). Interacts with proteins involved in ciliary regulation, such as Rabaptin 5, cortactin, and HIF (PMID: 27113750).","PMID: 28370099, PMID: 27113750",Centrosome primary cilium.,x,,,,
ENSG00000115474,potassium voltage-gated channel subfamily J member 13(KCNJ13),KCNJ13,603208,Mutations are associated with the human retinal dystrophies LCA and Snowflake Vitreoretinal Degeneration (PMID: 30009826).,PMID: 30009826,Photoreceptor connecting cilium,x,,,,
ENSG00000053918,potassium voltage-gated channel subfamily Q member 1(KCNQ1),KCNQ1,,Ion channel gene that exhibits a significant negative effect on ciliogenesis but not on cell number. Genetic variants are known to cause Long QT syndrome. KCNQ1 could be implicated in renal ciliopathies (PMID: 26546361).,PMID: 26546361,Membrane subdomains at the base of primary cilia.,x,,,,
ENSG00000110906,potassium channel tetramerization domain containing 10(KCTD10),KCTD10,,"Component of cullin-3– RBX1–KCTD10 complex mediating CEP97 degradation and removal from the mother centriole, as well as removal of CP110 from the mother centriole to promote primary cilium formation. Binding partner of B9D1, mutations of which cause ciliopathies (PMID: 30404837).",PMID: 30404837,Mother centriole,x,,,,
ENSG00000115548,lysine demethylase 3A(KDM3A),KDM3A,,"Negative regulator of ciliogenesis required for the controlled recruitment of IFT proteins into cilia through the modulation of actin dynamics. It binds to the actin cytoskeleton, creating a responsive actin gate involving ARP2/3 activity and regulating IFT within cilia and periciliary compartments. In the absence of KDM3A, access to cilia is unrestricted, so the assembly and growth of primary cilia is enhanced (PMID: 28246120).",PMID: 28246120,"Nucleus, actin cytoskeleton, centrosome.",x,,,,
ENSG00000122778,KIAA1549(KIAA1549),KIAA1549,618613,Mutations are associated with Retinitis Pigmentosa (PMID: 30120214).,PMID: 30120214,"Connecting cilium of the photoreceptor cells, synapses of the mouse retina",x,,,,
ENSG00000047578,KIAA0556(KIAA0556),KIAA0556,616784,"Binds to microtubules and stabilise microtubule networks when overexpressed; it interacts with intraflagellar transport components and katanins associated with microtubules severing. Form a complex that regulates microtubule dynamics as well as ciliary functions. Negative regulator of ciliary length. Mutated in Joubert syndrome (PMID: 27245168, PMID:",PMID: 27245168; PMID: 26714646; PMID: 30982090; PMID: 32164589,"Cilium axoneme, basal body, centrosome",x,,,,
ENSG00000100578,KIAA0586(KIAA0586),KIAA0586,616650,"Required for ciliogenesis and sonic hedgehog/SHH signaling. Role in primary cilia formation and microtubule organisation (PMID: 19144723). Component of a CP110-containing protein complex required for centrosome and cilia function, Required for the centrosomal recruitment of RAB8A and for the targeting of centriole satellite proteins to centrosomes such as of PCM1. May play a role in early ciliogenesis in the disappearance of centriolar satellites that preceeds ciliary vesicle formation. Essential for centrosomal migration prior to ciliogenesis (PMID: 24421332). Mutated in Joubert syndrome (PMID: 26096313) and in skeletal ciliopathies (PMID: 31816441; PMID: 32080096)","PMID: 1914472, PMID: 24421332, PMID: 26096313; PMID: 31816441; PMID: 32080096","Centrosome, distal end of centrioles, basal body",x,,,,x
ENSG00000198920,KIAA0753(KIAA0753),KIAA0753,617112,"Mutated cause impaired ciliogenesis and result in Joubert Syndrome. Regulates centriole duplication positively by recruiting CDK2 to the centrosome, as well as WDR62 to the pericentriolar complex, which in turn recruits CEP63; interacts with CEP63, and regulate CEP63 level at the centrosome(PMID: 28220259, PMID: 24613305). Also cause skeletal ciliopathies (PMID: 31816441; PMID: 29138412).","PMID: 28220259, PMID: 24613305; PMID: 31816441; PMID: 29138412","Centriolar satellite, centrosome",x,,,,x
ENSG00000118193,kinesin family member 14(KIF14),KIF14,611279,"Regulator of chromosome segregation, cytokinesis and midbody formation. Regulator of cilia formation, basal body biogenesis and Hedgehog (HH) signaling. Depletion of KIF14 specifically leads to defects in ciliogenesis and basal body biogenesis (PMID: 32348467). Mutations in humans and zebrafish cause ciliopathy-like kidney and microcephaly phenotypes (PMID: 30388224; PMID: 24128419)",PMID: 32348467; PMID: 30388224; PMID: 24128419,"Primary cillium axoneme, spindle, nucleus, cytoplasm",x,,,,
ENSG00000117245,kinesin family member 17(KIF17),KIF17,,Interacts with importin-β2 and Rab23 (PMID: 26136363). Motor protein that may be needed to position the ciliary localization signal CLS- containing protein at the ciliary base (PMID: 20526328). Interacts with the IFT46–IFT56 dimer in the IFT- B complex (PMID: 28077622). Required for photoreceptor OS formation and protein targeting; implicated in ciliary membrane protein trafficking (PMID: 18304522).,"PMID: 26136363, PMID: 20526328, PMID: 28077622, PMID: 18304522","Basal body, axoneme, distal tip of the primary cilium, cytoplasm.",x,,x,,x
ENSG00000068796,kinesin family member 2A(KIF2A),KIF2A,,"Promotes the primary cilium disassembly through its microtubule-depolymerising activity at the mother centriole, coupled with cell proliferation and blocking inappropriate ciliogenesis during the cycling phase. Controls the cytoplasmic tubulin concentration to regulate primary cilia disassembly (PMID: 25660017). Mutations cause primary microcephaly. Recruited by CEP170 (PMID: 31197141).","PMID: 25660017, PMID: 31197141","Basal body, subdistal appendages of the mother centrioles",x,,,x,x
